# r   Lambda(r)
6.533166458072591354e+01 -4.114492646689051014e+00
6.545682102628285293e+01 -4.111448924151410722e+00
6.558197747183980653e+01 -4.109074459991579609e+00
6.570713391739674591e+01 -4.106790014897816476e+00
6.583229036295369951e+01 -4.104390587380494004e+00
6.595744680851063890e+01 -4.102183757563633293e+00
6.608260325406759250e+01 -4.100122935433083704e+00
6.620775969962453189e+01 -4.099400049893616504e+00
6.633291614518148549e+01 -4.099257778934169316e+00
6.645807259073842488e+01 -4.093807113935160835e+00
6.658322903629537848e+01 -4.092603511093781954e+00
6.670838548185231787e+01 -4.088998932198999015e+00
6.683354192740927147e+01 -4.088544716427915837e+00
6.695869837296621085e+01 -4.085851831083304297e+00
6.708385481852315024e+01 -4.082868446645785632e+00
6.720901126408010384e+01 -4.079655689634669180e+00
6.733416770963704323e+01 -4.077625356218780084e+00
6.745932415519399683e+01 -4.075746313270369292e+00
6.758448060075093622e+01 -4.072443688636968595e+00
6.770963704630788982e+01 -4.071892438586389495e+00
6.783479349186482921e+01 -4.069449655726558923e+00
6.795994993742178281e+01 -4.067118369447775272e+00
6.808510638297872219e+01 -4.063956964438500741e+00
6.821026282853567579e+01 -4.061687477280002234e+00
6.833541927409261518e+01 -4.059601318318191154e+00
6.846057571964956878e+01 -4.057762716032460304e+00
6.858573216520650817e+01 -4.055342837128656619e+00
6.871088861076346177e+01 -4.054814916845564277e+00
6.883604505632040116e+01 -4.053512084938100557e+00
6.896120150187735476e+01 -4.049380633158585319e+00
6.908635794743429415e+01 -4.046989300563492264e+00
6.921151439299124775e+01 -4.044778504725483614e+00
6.933667083854818713e+01 -4.041635752673463422e+00
6.946182728410514073e+01 -4.040247567387913463e+00
6.958698372966208012e+01 -4.036954448351758096e+00
6.971214017521903372e+01 -4.037210801863313492e+00
6.983729662077597311e+01 -4.032841282793456550e+00
