# r   Lambda(r)
4.618272841051314259e+01 -3.091695735493806385e+00
4.630788485607008909e+01 -3.091324629432416593e+00
4.643304130162703558e+01 -3.089658256109076628e+00
4.655819774718398207e+01 -3.090708405081137755e+00
4.668335419274092857e+01 -3.087580413612480257e+00
4.680851063829787506e+01 -3.086327082649567899e+00
4.693366708385482156e+01 -3.086802799255734975e+00
4.705882352941176805e+01 -3.084267767142594874e+00
4.718397997496871454e+01 -3.083190446485682301e+00
4.730913642052566104e+01 -3.081972839992311197e+00
4.743429286608260753e+01 -3.080817423401935429e+00
4.755944931163955403e+01 -3.079927236036173355e+00
4.768460575719650052e+01 -3.078736236935650350e+00
4.780976220275344701e+01 -3.077362734221739782e+00
4.793491864831039351e+01 -3.076614323891773140e+00
4.806007509386734000e+01 -3.075385521317171023e+00
4.818523153942427939e+01 -3.075845777311863927e+00
4.831038798498122588e+01 -3.073492236667892730e+00
4.843554443053817238e+01 -3.072035922588042034e+00
4.856070087609511887e+01 -3.071294856337054568e+00
4.868585732165206537e+01 -3.070524382891727910e+00
4.881101376720901186e+01 -3.069512428685736261e+00
4.893617021276595835e+01 -3.068093264997652891e+00
4.906132665832290485e+01 -3.067225919666803247e+00
4.918648310387985134e+01 -3.066768325961532149e+00
4.931163954943679784e+01 -3.065541171482935479e+00
4.943679599499374433e+01 -3.064475619930222106e+00
4.956195244055069082e+01 -3.062952361850670879e+00
4.968710888610763732e+01 -3.062910436762982691e+00
4.981226533166458381e+01 -3.061080689642325936e+00
4.993742177722153031e+01 -3.063967121604433519e+00
5.006257822277847680e+01 -3.061643795784184441e+00
5.018773466833542329e+01 -3.060583040074526195e+00
5.031289111389236979e+01 -3.057533806584950664e+00
5.043804755944931628e+01 -3.059872066589567563e+00
5.056320400500626278e+01 -3.055996198235974237e+00
5.068836045056320927e+01 -3.058435136911019203e+00
5.081351689612015576e+01 -3.053730349693369206e+00
5.093867334167710226e+01 -3.052289610370836570e+00
5.106382978723404165e+01 -3.052311388930869729e+00
5.118898623279098814e+01 -3.052143170101390357e+00
5.131414267834793463e+01 -3.050786228154342528e+00
5.143929912390488113e+01 -3.050391665588725765e+00
5.156445556946182762e+01 -3.048429704366881321e+00
5.168961201501877412e+01 -3.046826103804749941e+00
5.181476846057572061e+01 -3.046462018464902943e+00
5.193992490613266710e+01 -3.048423279228468452e+00
5.206508135168961360e+01 -3.044277406589108281e+00
5.219023779724656009e+01 -3.045259157184272869e+00
